鄉鎮市區,交易標的,土地區段位置或建物區門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價每平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
大同區,房地(土地+建物),臺北市大同區重慶北路三段113巷31~60號,5.19,商,,,6410,土地1建物1車位0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0640723,18.36,2,1,1,有,無,173000,9418,,0.0,0,含增建或未登記建物。,RPOOMLOKMHKFFBA27DA
大同區,房地(土地+建物),臺北市大同區延平北路二段61~90號,5.94,其他,,,10403,土地2建物1車位0,六層,10,套房(1房1廳1衛),住家用,鋼筋混凝土造,0841207,46.08,0,1,1,有,無,6880000,149306,,0.0,0,,RPUOMLNKMHKFFBA77DA
文山區,房地(土地+建物),臺北市文山區和平東路四段61~90號,80.17,住,,,10403,土地1建物1車位0,二層，三層，四層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0781016,265.64,5,2,3,有,無,27000000,101641,,0.0,0,,RPXNMLQJNHKFFAA18DA
萬華區,房地(土地+建物),臺北市萬華區康定路121~150號,6.51,商,,,10403,土地1建物1車位0,十層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0781226,60.49,3,2,2,有,無,3800000,62820,,0.0,0,親友、員工或其他特殊關係間之交易。,RPSNMLNKMHKFFBA47DA
萬華區,房地(土地+建物),臺北市萬華區青山里21鄰和平西路三段121~150號,8.45,商,,,10403,土地1建物1車位0,八層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0720909,66.86,2,1,1,有,無,3552554,53134,,0.0,0,二親等以內翁媳間之交易。,RPUNMLNKMHKFFBA67DA
中山區,房地(土地+建物)+車位,臺北市中山區敬業一路31~60號,17.34,商,,,10403,土地1建物1車位1,四層,8,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0961206,99.86,2,1,1,有,有,17500000,175245,坡道平面,40.9,0,,RPPNMLMKMHKFFCA17DA
內湖區,房地(土地+建物)+車位,臺北市內湖區民權東路六段180巷41弄31~60號,133.95,住,,,10403,土地1建物1車位1,全,4,透天厝,見其他登記事項,鋼筋混凝土造,0950529,362.58000000000004,8,2,4,有,無,68000000,187545,坡道平面,0.0,0,含增建或未登記建物。,RPRPMLRKMHKFFCA08DA
內湖區,土地,文德段二小段451~480地號,6.2,住,,,10403,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2231845,359975,,0.0,0,畸零地或有合併使用之交易。,RPWOMLSJNHKFFCA58DA
松山區,土地,延吉段三小段601~630地號,4.5,其他,,,10403,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,205875,45750,,0.0,0,,RPRNMLNKMHKFFDA57DA
松山區,房地(土地+建物),臺北市松山區民權東路三段160巷1~30號,16.84,住,,,10312,土地1建物1車位0,七層，八層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0690801,70.99,2,1,1,有,有,8000000,112692,,0.0,0,親友、員工或其他特殊關係間之交易。,RPUNMLNKMHKFFDA87DA
南港區,土地,南港段二小段301~330地號,15.7,商,,,10312,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2264358,144227,,0.0,0,承買人為地上權人，於法院和解成立買賣,RPSNMLMLMHKFFDA67DA
南港區,車位,臺北市南港區舊莊街一段3巷1~30號,0.1,住,,,10403,土地0建物0車位1,地下一層，地下二層,7,其他,停車空間,鋼筋混凝土造,0941025,1375.28,0,0,0,有,有,400000,,坡道機械,0.0,400000,,RPUPMLPKMHKFFDA28DA
松山區,房地(土地+建物),臺北市松山區八德路二段366巷31~60號,9.55,住,,,10403,土地1建物1車位0,四層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0800524,52.14,2,1,1,有,有,13640000,261603,,0.0,0,,RPRNMLSKMHKFFDA08DA
士林區,房地(土地+建物),臺北市士林區葫蘆街11巷1~30號,24.65,住,,,10402,土地1建物1車位0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0691205,98.75999999999999,3,2,1,有,無,11350000,114925,,0.0,0,,RPVPMLOKMHKFFEA38DA
士林區,建物,臺北市士林區後港街181巷1~30號,0.0,,,,10403,土地0建物1車位0,二層,3,公寓(5樓含以下無電梯),工業用,加強磚造,0621224,63.19,0,0,0,無,無,200000,3165,,0.0,0,父子間不動產移轉過戶,RPSPMLPKMHKFFEA18DA
士林區,房地(土地+建物),臺北市士林區重慶北路四段61~90號,14.02,住,,,10403,土地1建物1車位0,一層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0680123,73.75,0,0,0,無,有,11600000,157288,,0.0,0,,RPPNMLQKMHKFFEA77DA
士林區,房地(土地+建物),臺北市士林區重慶北路四段61~90號,16.25,住,,,10403,土地1建物1車位0,一層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0680123,78.91000000000001,0,0,0,無,有,12400000,157141,,0.0,0,,RPQNMLQKMHKFFEA87DA
北投區,房地(土地+建物),臺北市北投區吉利街142巷1弄1~30號,30.25,住,,,10403,土地1建物1車位0,一層，平台,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0641105,94.8,3,2,1,有,無,18600000,196203,,0.0,0,含增建或未登記建物。,RPPOMLLKMHKFFEA37DA
北投區,房地(土地+建物),臺北市北投區光明路181~210號,4.09,其他,,,10403,土地1建物1車位0,四層,14,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,0940322,37.7,1,1,1,有,有,5600000,148541,,0.0,0,含增建或未登記建物。,RPTNMLNKMHKFFEA87DA
北投區,房地(土地+建物),臺北市北投區自強街120巷15弄1~30號,31.76,商,,,10403,土地1建物1車位0,一層,5,公寓(5樓含以下無電梯),見使用執照,鋼筋混凝土造,0700508,135.39000000000001,2,2,2,有,無,26200000,193515,,0.0,0,,RPQNMLOKMHKFFEA67DA
南港區,房地(土地+建物)+車位,臺北市南港區福德街361~390號,21.15,住,,,10403,土地1建物1車位1,十三層,18,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,0870521,128.45,2,2,1,有,有,18100000,140911,坡道平面,0.0,0,親友、員工或其他特殊關係間之交易。,RPOOMLOKMHKFFDA47DA
南港區,房地(土地+建物),臺北市南港區研究院路二段35巷1~30號,28.5,住,,,10402,土地1建物1車位0,三層，陽台,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0630110,87.82,3,2,2,有,無,12000000,136643,,0.0,0,,RPORMLOKMHKFFDA77DA
松山區,房地(土地+建物),臺北市松山區敦化南路一段31~60號,14.5,其他,,,10311,土地4建物1車位0,三層,12,住宅大樓(11層含以上有電梯),,鋼筋混凝土造,,112.91999999999999,2,2,1,有,有,30000000,265675,,0.0,0,,RPRQMLKKMHKFFDA57DA
內湖區,房地(土地+建物)+車位,臺北市內湖區南京東路六段331~360號,69.09,工,,,10401,土地1建物1車位2,十二層,13,辦公商業大樓,工業用,鋼筋混凝土造,0800618,380.62,7,2,2,有,有,31480000,90796,坡道平面,66.94,3000000,,RPOQMLRKMHKFFCA87DA
中山區,車位,臺北市中山區龍江路46巷1~30號,1.64,住,,,10403,土地0建物0車位1,地下三層,14,其他,停車空間,鋼筋混凝土造,0940526,40.68,0,0,0,有,有,3100000,,坡道平面,40.68,3100000,,RPTOMLNKMHKFFCA77DA
中山區,房地(土地+建物),臺北市中山區長春路61~90號,14.74,商,,,10403,土地1建物1車位0,十層,12,辦公商業大樓,商業用,鋼筋混凝土造,0670907,132.42000000000002,3,2,2,有,有,20000000,151035,,0.0,0,,RPRNMLOKMHKFFCA57DA
中山區,房地(土地+建物),臺北市中山區天祥路61~90號,4.21,商,,,10403,土地1建物1車位0,七層,14,套房(1房1廳1衛),住家用,鋼筋混凝土造,0931203,47.83,3,1,1,有,有,12780000,267196,,0.0,0,含增建或未登記建物。,RPOOMLQKMHKFFCA57DA
內湖區,房地(土地+建物),臺北市內湖區民權東路六段280巷155弄211~240號,14.24,住,,,10401,土地1建物1車位0,二層，三層,11,套房(1房1廳1衛),住家用,鋼筋混凝土造,0860710,42.629999999999995,1,1,1,有,有,7800000,182970,,0.0,0,,RPSOMLRKMHKFFCA08DA
內湖區,房地(土地+建物),臺北市內湖區安康路434巷20弄31~60號,12.16,住,,,10403,土地1建物1車位0,五層,8,套房(1房1廳1衛),住家用,鋼筋混凝土造,0850613,35.72,0,1,1,有,有,5825000,163074,,0.0,0,,RPVOMLLKMHKFFCA77DA
中正區,房地(土地+建物),臺北市中正區信義路二段79巷1~30號,35.75,住,,,10403,土地2建物1車位0,一層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,124.63,3,1,2,有,無,15500000,124368,,0.0,0,親友、員工或其他特殊關係間之交易。,RPVNMLNKMHKFFBA77DA
中正區,房地(土地+建物),臺北市中正區中華路二段307巷31~60號,11.11,住,,,10404,土地1建物1車位0,五層,5,公寓(5樓含以下無電梯),,加強磚造,,25.63,1,1,1,有,無,53000,2068,,0.0,0,土地及建物分次登記案件。前案登記收件字號：中正一025630號親友、員工或其他特殊關係間之交易。,RPWNMLRJNHKFFAA18DA
大同區,房地(土地+建物),臺北市大同區歸綏街181~210號,6.05,商,,,10402,土地1建物1車位0,七層,10,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0680925,63.68,2,1,1,有,有,9600000,150754,,0.0,0,,RPTNMLPKMHKFFBA77DA
大安區,房地(土地+建物),臺北市大安區信義路二段121~150號,4.5,商,,,10403,土地1建物1車位0,十二層，電梯樓梯間,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0850216,44.2,2,1,1,有,有,13250000,299774,,0.0,0,內含夾層；陽台外推,RPUOMLSJNHKFFFA58CA
大安區,房地(土地+建物),臺北市大安區敦化南路二段11巷38弄1~30號,9.29,住,,,10403,土地1建物1車位0,三層,6,套房(1房1廳1衛),住家用,鋼筋混凝土造,0840123,41.019999999999996,1,1,1,有,有,10500000,255973,,0.0,0,,RPSNMLKLMHKFFFA57CA
大安區,房地(土地+建物),臺北市大安區復興南路一段313巷1~30號,26.12,住,,,10402,土地1建物1車位0,五層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0730215,151.29999999999998,4,2,2,有,無,40580000,268209,,0.0,0,含增建或未登記建物。,RPXOMLKKMHKFFFA08CA
士林區,房地(土地+建物)+車位,臺北市士林區中山北路七段232巷1~30號,111.56,住,,,10403,土地1建物1車位2,四層,5,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1030127,290.46000000000004,4,2,2,有,有,69000000,267888,坡道平面,59.02,7000000,,RPQOMLKLMHKFFEA37CA
大安區,房地(土地+建物),臺北市大安區信義路二段228巷15弄1~30號,52.25,住,,,10403,土地2建物1車位0,四層,4,公寓(5樓含以下無電梯),,加強磚造,,108.28,2,2,2,有,無,29580000,273181,,0.0,0,含增建或未登記建物。,RPQNMLOKMHKFFFA67CA
大安區,房地(土地+建物),臺北市大安區忠孝東路四段216巷31~60號,13.23,住,,,10403,土地2建物1車位0,二層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,66.59,2,1,1,有,無,18510000,277970,,0.0,0,含增建或未登記建物。,RPRNMLOKMHKFFFA77CA
士林區,房地(土地+建物)+車位,臺北市士林區雙溪街91~120號,13.83,住,,,10402,土地1建物1車位1,四層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0810109,78.23,2,1,1,有,有,13980000,210317,坡道機械,17.94,1300000,,RPTNMLRKMHKFFEA18CA
士林區,房地(土地+建物),臺北市士林區基河路211~240號,80.46,住,,,10311,土地2建物1車位0,一層,7,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,0850919,205.35,0,0,1,無,無,23000000,112004,,0.0,0,母子間買賣。親友、員工或其他特殊關係間之交易。,RPWNMLRKMHKFFEA48CA
士林區,房地(土地+建物),臺北市士林區天玉街38巷1~30號,72.4,住,,,10312,土地1建物1車位0,四層，電梯樓梯間,5,其他,住家用,鋼筋混凝土造,0840330,203.73,0,0,0,有,無,67000000,328867,,0.0,0,本建物係作飯店使用,RPWNMLLJNHKFFEA87CA
士林區,房地(土地+建物),臺北市士林區天玉街38巷1~30號,72.4,住,,,10312,土地1建物1車位0,五層，電梯樓梯間,5,其他,住家用,鋼筋混凝土造,0840330,203.73999999999998,0,0,0,有,無,67000000,328850,,0.0,0,含頂樓增建部分本建物係作飯店使用,RPXNMLLJNHKFFEA97CA
士林區,房地(土地+建物),臺北市士林區天玉街38巷1~30號,72.4,住,,,10312,土地1建物1車位0,三層，電梯樓梯間,5,其他,住家用,鋼筋混凝土造,0840330,203.73,0,0,0,有,無,67000000,328867,,0.0,0,本建物係作飯店使用,RPOOMLLJNHKFFEA17CA
北投區,房地(土地+建物)+車位,臺北市北投區三合街一段61~90號,57.41,住,,,10312,土地1建物1車位2,五層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1031119,369.75,4,2,2,有,有,66760000,213180,坡道平面,80.98,5200000,預售屋,RPOOMLSJNHKFFEA87CA
北投區,房地(土地+建物)+車位,臺北市北投區北投區三合街一段61~90號,44.42,住,,,10312,土地1建物1車位2,四層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1031119,301.63,4,2,2,有,有,49000000,203943,坡道平面,80.98,4000000,預售屋,SPOOMLSJNHKFFEA97CA
北投區,房地(土地+建物)+車位,臺北市北投區三合街一段61~90號,50.61,住,,,10403,土地1建物1車位2,五層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1031119,333.22,4,2,2,有,有,65400000,233111,坡道平面,80.98,6600000,,RPROMLSJNHKFFEA18CA
北投區,房地(土地+建物)+車位,臺北市北投區三合街一段61~90號,52.28,住,,,10312,土地1建物1車位3,二層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1031119,374.39,4,2,2,有,有,63500000,227345,坡道平面,121.47,6000000,預售屋,RPSOMLSJNHKFFEA28CA
北投區,房地(土地+建物),臺北市北投區溫泉路37巷1~30號,7.79,住,,,10403,土地2建物1車位0,二層,13,套房(1房1廳1衛),住家用,鋼筋混凝土造,0941111,40.05,0,0,0,無,有,5800000,144819,,0.0,0,夾層增建,RPSOMLKKMHKFFEA47CA
士林區,房地(土地+建物)+車位,臺北市士林區中正路391~420號,204.28,商,,,10404,土地2建物1車位8,八層,14,辦公商業大樓,商業用,鋼筋混凝土造,0890211,1390.6100000000001,20,2,21,有,有,257443920,185130,坡道平面,0.0,0,,RPSNMLNKMHKFFEA67CA
北投區,房地(土地+建物),臺北市北投區行義路1~30號,33.43,住,,,10402,土地1建物1車位0,四層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0670506,95.78,3,2,2,有,無,13000000,135728,,0.0,0,,RPUNMLNKMHKFFEA87CA
北投區,房地(土地+建物),臺北市北投區知行路91巷1~30號,14.65,住,,,10403,土地2建物1車位0,二層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0701230,53.940000000000005,3,1,1,有,無,2000000,37078,,0.0,0,親友、員工或其他特殊關係間之交易。,RPWNMLNKMHKFFEA08CA
北投區,房地(土地+建物)+車位,臺北市北投區中央北路三段40巷34弄1~30號,32.83,住,,,10403,土地1建物1車位2,十一層,21,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010731,262.20000000000005,3,2,2,有,有,37080000,141419,坡道平面,65.84,0,內含獨立產權車位，未包含在棟數內。含增建或未登記建物。,RPVNMLOKMHKFFEA08CA
北投區,房地(土地+建物),臺北市北投區清江路77巷1~30號,40.0,住,,,10401,土地1建物1車位0,一層,3,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0630709,71.58,2,1,1,有,無,10000000,139704,,0.0,0,防火巷。天井增建。本成交資訊系由不動產經紀業提供屬實,RPXNMLLKMHKFFEA97CA
士林區,房地(土地+建物),臺北市士林區延平北路六段392巷1~30號,13.08,住,,,10402,土地1建物1車位0,六層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950215,56.18000000000001,1,1,1,有,有,7900000,140619,,0.0,0,親友、員工或其他特殊關係間之交易。,RPQOMLPKMHKFFEA77CA
松山區,房地(土地+建物),臺北市松山區八德路四段631~660號,3.55,商,,,10402,土地1建物1車位0,九層,14,套房(1房1廳1衛),住家用,鋼骨鋼筋混凝土造,0980727,38.3,1,1,1,有,有,7700000,201044,,0.0,0,,RPQOMLRJNHKFFDA87CA
北投區,房地(土地+建物),臺北市北投區吉利街123巷1~30號,10.93,商,,,10403,土地1建物1車位0,六層,8,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0850925,63.46,2,2,1,有,有,10410000,164040,,0.0,0,價格含增建,RPXNMLPKMHKFFEA38CA
北投區,房地(土地+建物),臺北市北投區立農街一段279巷2弄1~30號,13.65,住,,,10403,土地2建物1車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0730705,98.91999999999999,3,2,2,有,無,13350000,134958,,0.0,0,,RPXNMLQKMHKFFEA48CA
士林區,房地(土地+建物),臺北市士林區福港街37巷1~30號,23.67,住,,,10403,土地1建物1車位0,二層,3,公寓(5樓含以下無電梯),住家用,加強磚造,0590921,66.5,3,1,1,有,無,11000000,165414,,0.0,0,,RPWOMLPKMHKFFEA38CA
北投區,房地(土地+建物),臺北市北投區承德路七段220巷1~30號,27.0,住,,,10403,土地1建物1車位0,四層,4,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0621225,87.37,2,2,1,有,無,13000000,148792,,0.0,0,,RPPNMLKKMHKFFEA07CA
信義區,房地(土地+建物),臺北市信義區光復南路541~570號,14.5,商,,,10403,土地1建物1車位0,十一層,15,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0790109,127.88,3,2,2,有,無,20000000,156397,,0.0,0,二親等買賣,RPPSMLKMMHKFFDA67CA
信義區,房地(土地+建物),臺北市信義區吳興街451~480號,27.65,住,,,10402,土地1建物1車位0,六層,6,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0780629,127.83999999999999,3,2,2,有,無,22600000,176783,,0.0,0,公私契分別訂立含增建或未登記建物。,RPOQMLOJNHKFFDA57CA
信義區,房地(土地+建物)+車位,臺北市信義區基隆路一段101巷1~30號,19.01,商,,,10403,土地3建物1車位1,七層,12,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0961106,179.6,3,2,2,有,有,40800000,227171,坡道平面,46.84,0,,RPRPMLQJNHKFFDA97CA
信義區,房地(土地+建物),臺北市信義區崇德街1~30號,13.5,商,,,10403,土地2建物1車位0,三層,4,套房(1房1廳1衛),,鋼筋混凝土造,0610713,42.29,1,1,1,有,無,9600000,227004,,0.0,0,,RPSPMLMLMHKFFDA77CA
松山區,車位,臺北市松山區民生東路五段121~150號,3.83,商,,,10403,土地0建物0車位1,地下二層,15,其他,見使用執照,鋼筋混凝土造,0720129,39.39,0,0,0,有,有,2900000,,坡道平面,39.39,2900000,,RPPNMLTKMHKFFDA87CA
松山區,房地(土地+建物),臺北市松山區復興北路313巷31~60號,22.43,住,,,10403,土地1建物1車位0,五層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0711014,108.82,3,2,2,有,有,27800000,255468,,0.0,0,,RPXOMLPKMHKFFDA38CA
信義區,車位,臺北市信義區忠孝東路五段743巷1~30號,0.09,住,,,10404,土地0建物0車位1,地下二層,10,其他,停車空間,鋼筋混凝土造,0990503,18.36,0,0,0,有,有,900000,,升降機械,18.36,900000,,RPVOMLKLMHKFFDA77CA
信義區,房地(土地+建物),臺北市信義區仁愛路四段452巷1~30號,15.66,住,,,10403,土地1建物1車位0,一層,7,店面(店鋪),商業用,鋼筋混凝土造,0721006,93.22999999999999,0,0,0,無,無,42800000,459080,,0.0,0,,RPQNMLPKMHKFFDA57CA
中山區,房地(土地+建物)+車位,臺北市中山區長春路301~330號,15.97,商,,,10403,土地2建物1車位1,三層,14,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0940516,190.5,2,2,2,有,有,55500000,291323,坡道平面,13.97,0,,RPTPMLRLMHKFFCA28CA
內湖區,房地(土地+建物)+車位,臺北市內湖區民權東路六段280巷155弄1~30號,28.94,住,,,10403,土地1建物1車位2,二層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1031231,237.54999999999998,4,2,2,有,有,40500000,179830,坡道機械,29.02,3000000,,RPRNMLLJNHKFFCA17CA
內湖區,房地(土地+建物)+車位,臺北市內湖區新富街31~60號,48.47,住,,,10311,土地1建物1車位1,十層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1031212,267.89,3,2,2,有,有,69570000,298450,坡道平面,43.33,2550000,預售屋,RPPPMLSLMHKFFCA97CA
內湖區,房地(土地+建物)+車位,臺北市內湖區新富街31~60號,48.47,住,,,10311,土地1建物1車位1,十層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1031212,266.1,3,2,2,有,有,69950000,300310,坡道平面,43.33,3050000,預售屋,SPPPMLSLMHKFFCA08CA
內湖區,房地(土地+建物),臺北市內湖區新富街31~60號,62.09,住,,,10311,土地1建物1車位0,二層,16,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1031212,280.03,3,2,3,有,有,69800000,249259,,0.0,0,預售屋,RPQPMLSLMHKFFCA08CA
中山區,房地(土地+建物)+車位,臺北市中山區敬業一路91~120號,50.8,商,,,10402,土地1建物1車位2,五層,7,辦公商業大樓,商業用,鋼筋混凝土造,0970131,248.27,2,2,2,有,有,60000000,241672,坡道平面,76.99,0,,RPSPMLRKMHKFFCA08CA
內湖區,車位,臺北市中山區康寧路三段70巷1~30號,8.51,住,,,10403,土地0建物0車位2,地下一層,13,其他,停車空間,鋼筋混凝土造,0940811,66.83,0,0,0,有,有,3800000,,坡道平面,0.0,3800000,,RPPNMLLLMHKFFCA07CA
中山區,房地(土地+建物),臺北市中山區林森北路119巷1~30號,7.42,商,,,10402,土地1建物1車位0,三層,6,套房(1房1廳1衛),見使用執照,鋼筋混凝土造,0881125,29.36,1,1,1,有,有,4500000,153270,,0.0,0,,RPWNMLLLMHKFFCA77CA
內湖區,土地,康寧段四小段181~210地號,398.46,住,,,10309,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,30133565,75625,,0.0,0,畸零地或有合併使用之交易。,RPRSMLNLMHKFFCA97CA
中山區,房地(土地+建物)+車位,臺北市中山區吉林路14巷1~30號,17.84,住,,,10403,土地1建物1車位1,二層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1030402,115.6,0,0,0,無,無,37320000,352752,升降機械,16.04,2200000,1.目前尚未成立管理組織。2.買賣價金含裝潢費用。,RPRPMLOLMHKFFCA77CA
內湖區,土地,康寧段四小段181~210地號,49.89,其他,,,10309,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,803088,16097,,0.0,0,畸零地或有合併使用之交易。,RPOQMLNLMHKFFCA47CA
內湖區,土地,康寧段四小段181~210地號,101.91,住,,,10309,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,15413385,151245,,0.0,0,畸零地或有合併使用之交易。,RPPQMLNLMHKFFCA57CA
內湖區,土地,康寧段四小段181~210地號,507.61,住,,,10309,土地2建物0車位0,,,其他,,,,0.0,0,0,0,有,無,58504954,115256,,0.0,0,畸零地或有合併使用之交易。,RPQQMLNLMHKFFCA67CA
內湖區,土地,康寧段四小段181~210地號,94.32,其他,,,10309,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1985978,21056,,0.0,0,畸零地或有合併使用之交易。,RPRQMLNLMHKFFCA77CA
內湖區,土地,康寧段四小段181~210地號,0.42,其他,,,10309,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,9322,0,,0.0,0,畸零地或有合併使用之交易。,RPTQMLNLMHKFFCA97CA
內湖區,土地,康寧段四小段181~210地號,270.62,住,,,10309,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,20466020,75626,,0.0,0,畸零地或有合併使用之交易。,RPUQMLNLMHKFFCA08CA
內湖區,房地(土地+建物)+車位,臺北市內湖區東湖路113巷61~90號,42.07,住,,,10403,土地1建物1車位1,六層，七層,9,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0791221,196.58,5,2,2,有,有,25780000,131143,升降平面,0.0,0,,RPQNMLQKMHKFFCA57CA
內湖區,房地(土地+建物),臺北市內湖區內湖路一段661~690號,14.8,商,,,10401,土地3建物1車位0,四層,10,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0731016,94.03,3,2,2,有,有,15200000,161651,,0.0,0,價格含增建,RPSOMLQKMHKFFCA87CA
內湖區,房地(土地+建物),臺北市內湖區康樂街48巷1~30號,30.99,住,,,10403,土地1建物1車位0,三層,5,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0741002,108.24,3,2,2,有,無,14000000,129342,,0.0,0,,RPRNMLPKMHKFFCA57CA
中山區,房地(土地+建物)+車位,臺北市中山區北安路781~810號,9.84,住,,,10402,土地1建物1車位1,九層,14,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020904,98.72,1,2,1,有,有,24000000,243112,其他,12.71,0,,RPXOMLNKMHKFFCA08CA
中山區,房地(土地+建物),臺北市中山區林森北路481~510號,4.31,商,,,10403,土地1建物1車位0,二層,14,套房(1房1廳1衛),住家用,鋼筋混凝土造,0920122,40.38,1,1,1,有,有,8200000,203071,,0.0,0,,RPOPMLNKMHKFFCA27CA
內湖區,房地(土地+建物)+車位,臺北市內湖區新湖一路91~120號,81.58,其他,,,10403,土地1建物1車位2,五層,7,廠辦,見其他登記事項,鋼筋混凝土造,1010626,367.79999999999995,0,1,0,有,有,49300000,134040,坡道平面,66.32,0,,RPRQMLKKMHKFFCA37CA
內湖區,房地(土地+建物),臺北市內湖區新明路219巷2弄1~30號,27.95,工,,,10403,土地4建物1車位0,五層,5,公寓(5樓含以下無電梯),工業用,鋼筋混凝土造,0700702,92.88,0,1,0,有,無,8800000,94746,,0.0,0,,RPQNMLNKMHKFFCA27CA
中山區,房地(土地+建物),臺北市中山區中山北路一段135巷1~30號,5.8,商,,,10403,土地1建物1車位0,三層,5,套房(1房1廳1衛),商業用,鋼筋混凝土造,0661230,32.67,1,1,1,有,有,4750000,145393,,0.0,0,,RPPOMLNKMHKFFCA27CA
中山區,房地(土地+建物),臺北市中山區市民大道三段31~60號,30.38,住,,,10403,土地1建物1車位0,一層,5,店面(店鋪),住商用,鋼筋混凝土造,0690916,104.35,0,0,0,無,無,31500000,301869,,0.0,0,,RPROMLNKMHKFFCA47CA
萬華區,房地(土地+建物),臺北市萬華區環河南路一段121~150號,45.44,住,,,10403,土地1建物1車位0,七層,7,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0731108,216.44,3,2,2,有,無,22000000,101645,,0.0,0,含增建或未登記建物。,RPROMLPKMHKFFBA57CA
大同區,車位,臺北市大同區敦煌路80巷1~30號,0.05,住,,,10404,土地0建物0車位1,一層，地下一層,9,其他,見使用執照,鋼筋混凝土造,0890112,10.4,0,0,0,有,無,800000,,升降機械,10.4,800000,機械停車位,RPROMLNKMHKFFBA37CA
萬華區,房地(土地+建物),臺北市萬華區西昌街121~150號,7.05,商,,,10403,土地1建物1車位0,七層,11,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0831011,64.35,2,1,1,有,有,10500000,163170,,0.0,0,含增建或未登記建物。,RPVOMLNKMHKFFBA77CA
